Time	Heading	mFLt	mFR	mBL	mBR
1481	0,5727	13	13	13	13
1482	0,5742	14	14	14	14
1483	0,5723	14	14	14	14
1484	0,5687	14	14	14	14
1485	0,5667	14	14	14	14
1486	0,5658	14	14	14	14
1487	0,5608	14	14	14	14
1488	0,5569	14	14	14	14
1489	0,5533	14	14	14	14
1490	0,5504	14	14	14	14
1491	0,5448	14	14	14	14
1492	0,5439	14	14	14	14
1493	0,5397	14	14	14	14
1494	0,5385	14	14	14	14
1495	0,5372	15	15	15	15
1496	0,5394	15	15	15	15
1497	0,5403	15	15	15	15
1498	0,5441	15	15	15	15
1499	0,5446	15	15	15	15
1500	0,5476	15	15	15	15
1501	0,5491	15	15	15	15
1502	0,5512	15	15	15	15
1503	0,5511	15	15	15	15
1504	0,5534	15	15	15	15
1505	0,5532	15	15	15	15
1506	0,5554	15	15	15	15
1507	0,5572	15	15	15	15
1508	0,5571	16	16	16	16
1509	0,5517	16	16	16	16
1510	0,5462	16	16	16	16
1511	0,5403	16	16	16	16
1512	0,5365	16	16	16	16
1513	0,5332	16	16	16	16
1514	0,5287	16	16	16	16
1515	0,5255	16	16	16	16
1516	0,5213	16	16	16	16
1517	0,5155	16	16	16	16
1518	0,5105	16	16	16	16
1519	0,5049	16	16	16	16
1520	0,5023	16	16	16	16
1521	0,4968	17	17	17	17
1522	0,4971	17	17	17	17
1523	0,4983	17	17	17	17
1524	0,4988	17	17	17	17
1525	0,4954	17	17	17	17
1526	0,4944	17	17	17	17
1527	0,4945	17	17	17	17
1528	0,4922	17	17	17	17
1529	0,4888	17	17	17	17
1530	0,4888	17	17	17	17
1531	0,4901	17	17	17	17
1532	0,4872	17	17	17	17
1533	0,4885	17	17	17	17
1534	0,4875	18	18	18	18
1535	0,4907	18	18	18	18
1536	0,4930	18	18	18	18
1537	0,4939	18	18	18	18
1538	0,4963	18	18	18	18
1539	0,4965	18	18	18	18
1540	0,4976	18	18	18	18
1541	0,4984	18	18	18	18
1542	0,5016	18	18	18	18
1543	0,5049	18	18	18	18
1544	0,5079	18	18	18	18
1545	0,5082	18	18	18	18
1546	0,5097	18	18	18	18
1547	0,5095	19	19	19	19
1548	0,5048	19	19	19	19
1549	0,5021	19	19	19	19
1550	0,4966	19	19	19	19
1551	0,4958	19	19	19	19
1552	0,4912	19	19	19	19
1553	0,4903	19	19	19	19
1554	0,4863	19	19	19	19
1555	0,4839	19	19	19	19
1556	0,4796	19	19	19	19
1557	0,4766	19	19	19	19
1558	0,4759	19	19	19	19
1559	0,4721	19	19	19	19
1560	0,4702	20	20	20	20
1561	0,4655	20	20	20	20
1562	0,4590	20	20	20	20
1563	0,4538	20	20	20	20
1564	0,4500	20	20	20	20
1565	0,4472	20	20	20	20
1566	0,4449	20	20	20	20
1567	0,4407	20	20	20	20
1568	0,4356	20	20	20	20
1569	0,4329	20	20	20	20
1570	0,4281	20	20	20	20
1571	0,4235	20	20	20	20
1572	0,4200	20	20	20	20
1573	0,4139	21	21	21	21
1574	0,4133	21	21	21	21
1575	0,4173	21	21	21	21
1576	0,4201	21	21	21	21
1577	0,4241	21	21	21	21
1578	0,4258	21	21	21	21
1579	0,4256	21	21	21	21
1580	0,4289	21	21	21	21
1581	0,4284	21	21	21	21
1582	0,4321	21	21	21	21
1583	0,4320	21	21	21	21
1584	0,4347	21	21	21	21
1585	0,4366	21	21	21	21
1586	0,4374	22	22	22	22
1587	0,4347	22	22	22	22
1588	0,4343	22	22	22	22
1589	0,4331	22	22	22	22
1590	0,4329	22	22	22	22
1591	0,4316	22	22	22	22
1592	0,4279	22	22	22	22
1593	0,4251	22	22	22	22
1594	0,4240	22	22	22	22
1595	0,4215	22	22	22	22
1596	0,4198	22	22	22	22
1597	0,4183	22	22	22	22
1598	0,4148	22	22	22	22
1599	0,4127	23	23	23	23
1600	0,4154	23	23	23	23
1601	0,4174	23	23	23	23
1602	0,4189	23	23	23	23
1603	0,4205	23	23	23	23
1604	0,4235	23	23	23	23
1605	0,4249	23	23	23	23
1606	0,4270	23	23	23	23
1607	0,4278	23	23	23	23
1608	0,4310	23	23	23	23
1609	0,4302	23	23	23	23
1610	0,4337	23	23	23	23
1611	0,4360	23	23	23	23
1612	0,4370	24	24	24	24
1613	0,4356	24	24	24	24
1614	0,4340	24	24	24	24
1615	0,4362	24	24	24	24
1616	0,4353	24	24	24	24
1617	0,4357	24	24	24	24
1618	0,4351	24	24	24	24
1619	0,4326	24	24	24	24
1620	0,4302	24	24	24	24
1621	0,4314	24	24	24	24
1622	0,4320	24	24	24	24
1623	0,4296	24	24	24	24
1624	0,4271	24	24	24	24
1625	0,4270	25	25	25	25
1626	0,4257	25	25	25	25
1627	0,4223	25	25	25	25
1628	0,4198	25	25	25	25
1629	0,4171	25	25	25	25
1630	0,4162	25	25	25	25
1631	0,4123	25	25	25	25
1632	0,4101	25	25	25	25
1633	0,4078	25	25	25	25
1634	0,4072	25	25	25	25
1635	0,4043	25	25	25	25
1636	0,4041	25	25	25	25
1637	0,4045	25	25	25	25
1638	0,4034	26	26	26	26
1639	0,3964	26	26	26	26
1640	0,3924	26	26	26	26
1641	0,3852	26	26	26	26
1642	0,3782	26	26	26	26
1643	0,3750	26	26	26	26
1644	0,3725	26	26	26	26
1645	0,3676	26	26	26	26
1646	0,3614	26	26	26	26
1647	0,3573	26	26	26	26
1648	0,3514	26	26	26	26
1649	0,3472	26	26	26	26
1650	0,3403	26	26	26	26
1651	0,3368	27	27	27	27
1652	0,3376	27	27	27	27
1653	0,3386	27	27	27	27
1654	0,3377	27	27	27	27
1655	0,3382	27	27	27	27
1656	0,3398	27	27	27	27
1657	0,3379	27	27	27	27
1658	0,3386	27	27	27	27
1659	0,3388	27	27	27	27
1660	0,3391	27	27	27	27
1661	0,3389	27	27	27	27
1662	0,3406	27	27	27	27
1663	0,3391	27	27	27	27
1664	0,3361	28	28	28	28
1665	0,3397	28	28	28	28
1666	0,3444	28	28	28	28
1667	0,3481	28	28	28	28
1668	0,3528	28	28	28	28
1669	0,3579	28	28	28	28
1670	0,3635	28	28	28	28
1671	0,3695	28	28	28	28
1672	0,3711	28	28	28	28
1673	0,3752	28	28	28	28
1674	0,3812	28	28	28	28
1675	0,3832	28	28	28	28
1676	0,3870	28	28	28	28
1677	0,3923	29	29	29	29
1678	0,3923	29	29	29	29
1679	0,3900	29	29	29	29
1680	0,3909	29	29	29	29
1681	0,3911	29	29	29	29
1682	0,3901	29	29	29	29
1683	0,3911	29	29	29	29
1684	0,3915	29	29	29	29
1685	0,3934	29	29	29	29
1686	0,3950	29	29	29	29
1687	0,3928	29	29	29	29
1688	0,3951	29	29	29	29
1689	0,3945	29	29	29	29
1690	0,3937	30	30	30	30
1691	0,3951	30	30	30	30
1692	0,3938	30	30	30	30
1693	0,3907	30	30	30	30
1694	0,3897	30	30	30	30
1695	0,3909	30	30	30	30
1696	0,3903	30	30	30	30
1697	0,3904	30	30	30	30
1698	0,3915	30	30	30	30
1699	0,3917	30	30	30	30
1700	0,3926	30	30	30	30
1701	0,3906	30	30	30	30
1702	0,3912	30	30	30	30
1703	0,3912	31	31	31	31
1704	0,3911	31	31	31	31
1705	0,3921	31	31	31	31
1706	0,3936	31	31	31	31
1707	0,3944	31	31	31	31
1708	0,3951	31	31	31	31
1709	0,3961	31	31	31	31
1710	0,3958	31	31	31	31
1711	0,3979	31	31	31	31
1712	0,4012	31	31	31	31
1713	0,4022	31	31	31	31
1714	0,4012	31	31	31	31
1715	0,4017	31	31	31	31
1716	0,4021	32	32	32	32
1717	0,4059	32	32	32	32
1718	0,4076	32	32	32	32
1719	0,4107	32	32	32	32
1720	0,4121	32	32	32	32
1721	0,4143	32	32	32	32
1722	0,4165	32	32	32	32
1723	0,4163	32	32	32	32
1724	0,4164	32	32	32	32
1725	0,4201	32	32	32	32
1726	0,4227	32	32	32	32
1727	0,4250	32	32	32	32
1728	0,4256	32	32	32	32
1729	0,4278	33	33	33	33
1730	0,4282	33	33	33	33
1731	0,4311	33	33	33	33
1732	0,4313	33	33	33	33
1733	0,4325	33	33	33	33
1734	0,4365	33	33	33	33
1735	0,4399	33	33	33	33
1736	0,4422	33	33	33	33
1737	0,4430	33	33	33	33
1738	0,4446	33	33	33	33
1739	0,4464	33	33	33	33
1740	0,4503	33	33	33	33
1741	0,4538	33	33	33	33
1742	0,4539	34	34	34	34
1743	0,4532	34	34	34	34
1744	0,4531	34	34	34	34
1745	0,4522	34	34	34	34
1746	0,4518	34	34	34	34
1747	0,4499	34	34	34	34
1748	0,4471	34	34	34	34
1749	0,4438	34	34	34	34
1750	0,4418	34	34	34	34
1751	0,4390	34	34	34	34
1752	0,4401	34	34	34	34
1753	0,4379	34	34	34	34
1754	0,4352	34	34	34	34
1755	0,4347	35	35	35	35
1756	0,4300	35	35	35	35
1757	0,4270	35	35	35	35
1758	0,4235	35	35	35	35
1759	0,4167	35	35	35	35
1760	0,4135	35	35	35	35
1761	0,4092	35	35	35	35
1762	0,4036	35	35	35	35
1763	0,3969	35	35	35	35
1764	0,3905	35	35	35	35
1765	0,3860	35	35	35	35
1766	0,3803	35	35	35	35
1767	0,3751	35	35	35	35
1768	0,3724	36	36	36	36
1769	0,3729	36	36	36	36
1770	0,3697	36	36	36	36
1771	0,3677	36	36	36	36
1772	0,3669	36	36	36	36
1773	0,3644	36	36	36	36
1774	0,3640	36	36	36	36
1775	0,3629	36	36	36	36
1776	0,3599	36	36	36	36
1777	0,3566	36	36	36	36
1778	0,3573	36	36	36	36
1779	0,3579	36	36	36	36
1780	0,3561	36	36	36	36
1781	0,3546	37	37	37	37
1782	0,3496	37	37	37	37
1783	0,3430	37	37	37	37
1784	0,3357	37	37	37	37
1785	0,3318	37	37	37	37
1786	0,3250	37	37	37	37
1787	0,3198	37	37	37	37
1788	0,3155	37	37	37	37
1789	0,3104	37	37	37	37
1790	0,3060	37	37	37	37
1791	0,3020	37	37	37	37
1792	0,2940	37	37	37	37
1793	0,2887	37	37	37	37
1794	0,2852	38	38	38	38
1795	0,2810	38	38	38	38
1796	0,2792	38	38	38	38
1797	0,2741	38	38	38	38
1798	0,2719	38	38	38	38
1799	0,2663	38	38	38	38
1800	0,2621	38	38	38	38
1801	0,2573	38	38	38	38
1802	0,2554	38	38	38	38
1803	0,2511	38	38	38	38
1804	0,2475	38	38	38	38
1805	0,2448	38	38	38	38
1806	0,2425	38	38	38	38
1807	0,2381	39	39	39	39
1808	0,2350	39	39	39	39
1809	0,2324	39	39	39	39
1810	0,2265	39	39	39	39
1811	0,2217	39	39	39	39
1812	0,2154	39	39	39	39
1813	0,2107	39	39	39	39
1814	0,2065	39	39	39	39
1815	0,2042	39	39	39	39
1816	0,1995	39	39	39	39
1817	0,1952	39	39	39	39
1818	0,1893	39	39	39	39
1819	0,1844	39	39	39	39
1820	0,1816	40	40	40	40
1821	0,1772	40	40	40	40
1822	0,1736	40	40	40	40
1823	0,1703	40	40	40	40
1824	0,1675	40	40	40	40
1825	0,1650	40	40	40	40
1826	0,1597	40	40	40	40
1827	0,1572	40	40	40	40
1828	0,1520	40	40	40	40
1829	0,1491	40	40	40	40
1830	0,1433	40	40	40	40
1831	0,1383	40	40	40	40
1832	0,1325	40	40	40	40
1833	0,1294	41	41	41	41
1834	0,1319	41	41	41	41
1835	0,1332	41	41	41	41
1836	0,1318	41	41	41	41
1837	0,1323	41	41	41	41
1838	0,1312	41	41	41	41
1839	0,1318	41	41	41	41
1840	0,1347	41	41	41	41
1841	0,1375	41	41	41	41
1842	0,1392	41	41	41	41
1843	0,1407	41	41	41	41
1844	0,1415	41	41	41	41
1845	0,1424	41	41	41	41
1846	0,1450	42	42	42	42
1847	0,1465	42	42	42	42
1848	0,1491	42	42	42	42
1849	0,1515	42	42	42	42
1850	0,1543	42	42	42	42
1851	0,1564	42	42	42	42
1852	0,1551	42	42	42	42
1853	0,1562	42	42	42	42
1854	0,1591	42	42	42	42
1855	0,1624	42	42	42	42
1856	0,1660	42	42	42	42
1857	0,1647	42	42	42	42
1858	0,1643	42	42	42	42
1859	0,1654	43	43	43	43
1860	0,1629	43	43	43	43
1861	0,1651	43	43	43	43
1862	0,1624	43	43	43	43
1863	0,1642	43	43	43	43
1864	0,1648	43	43	43	43
1865	0,1656	43	43	43	43
1866	0,1674	43	43	43	43
1867	0,1682	43	43	43	43
1868	0,1670	43	43	43	43
1869	0,1673	43	43	43	43
1870	0,1651	43	43	43	43
1871	0,1634	43	43	43	43
1872	0,1622	44	44	44	44
1873	0,1634	44	44	44	44
1874	0,1649	44	44	44	44
1875	0,1628	44	44	44	44
1876	0,1607	44	44	44	44
1877	0,1591	44	44	44	44
1878	0,1571	44	44	44	44
1879	0,1576	44	44	44	44
1880	0,1591	44	44	44	44
1881	0,1580	44	44	44	44
1882	0,1573	44	44	44	44
1883	0,1565	44	44	44	44
1884	0,1567	44	44	44	44
1885	0,1549	45	45	45	45
1886	0,1514	45	45	45	45
1887	0,1449	45	45	45	45
1888	0,1401	45	45	45	45
1889	0,1330	45	45	45	45
1890	0,1260	45	45	45	45
1891	0,1216	45	45	45	45
1892	0,1189	45	45	45	45
1893	0,1154	45	45	45	45
1894	0,1116	45	45	45	45
1895	0,1076	45	45	45	45
1896	0,1050	45	45	45	45
1897	0,0988	45	45	45	45
1898	0,0949	46	46	46	46
1899	0,0959	46	46	46	46
1900	0,0950	46	46	46	46
1901	0,0970	46	46	46	46
1902	0,0979	46	46	46	46
1903	0,0999	46	46	46	46
1904	0,0986	46	46	46	46
1905	0,0973	46	46	46	46
1906	0,1008	46	46	46	46
1907	0,1034	46	46	46	46
1908	0,1061	46	46	46	46
1909	0,1090	46	46	46	46
1910	0,1089	46	46	46	46
1911	0,1110	47	47	47	47
1912	0,1085	47	47	47	47
1913	0,1058	47	47	47	47
1914	0,1028	47	47	47	47
1915	0,0974	47	47	47	47
1916	0,0943	47	47	47	47
1917	0,0932	47	47	47	47
1918	0,0927	47	47	47	47
1919	0,0881	47	47	47	47
1920	0,0835	47	47	47	47
1921	0,0786	47	47	47	47
1922	0,0741	47	47	47	47
1923	0,0725	47	47	47	47
1924	0,0698	48	48	48	48
1925	0,0631	48	48	48	48
1926	0,0580	48	48	48	48
1927	0,0515	48	48	48	48
1928	0,0441	48	48	48	48
1929	0,0389	48	48	48	48
1930	0,0354	48	48	48	48
1931	0,0297	48	48	48	48
1932	0,0232	48	48	48	48
1933	0,0192	48	48	48	48
1934	0,0162	48	48	48	48
1935	0,0131	48	48	48	48
1936	0,0064	48	48	48	48
1937	-0,0013	49	49	49	49
1938	-0,0024	49	49	49	49
1939	-0,0020	49	49	49	49
1940	-0,0042	49	49	49	49
1941	-0,0033	49	49	49	49
1942	-0,0018	49	49	49	49
1943	-0,0010	49	49	49	49
1944	-0,0031	49	49	49	49
1945	-0,0054	49	49	49	49
1946	-0,0075	49	49	49	49
1947	-0,0059	49	49	49	49
1948	-0,0051	49	49	49	49
1949	-0,0041	49	49	49	49
1950	-0,0027	50	50	50	50
1951	-0,0027	50	50	50	50
1952	-0,0046	50	50	50	50
1953	-0,0079	50	50	50	50
1954	-0,0081	50	50	50	50
1955	-0,0105	50	50	50	50
1956	-0,0107	50	50	50	50
1957	-0,0117	50	50	50	50
1958	-0,0153	50	50	50	50
1959	-0,0174	50	50	50	50
1960	-0,0183	50	50	50	50
1961	-0,0195	50	50	50	50
1962	-0,0202	50	50	50	50
1963	-0,0214	51	51	51	51
1964	-0,0232	51	51	51	51
1965	-0,0265	51	51	51	51
1966	-0,0319	51	51	51	51
1967	-0,0366	51	51	51	51
1968	-0,0381	51	51	51	51
1969	-0,0426	51	51	51	51
1970	-0,0441	51	51	51	51
1971	-0,0473	51	51	51	51
1972	-0,0481	51	51	51	51
1973	-0,0517	51	51	51	51
1974	-0,0529	51	51	51	51
1975	-0,0546	51	51	51	51
1976	-0,0554	52	52	52	52
1977	-0,0613	52	52	52	52
1978	-0,0671	52	52	52	52
1979	-0,0732	52	52	52	52
1980	-0,0771	52	52	52	52
1981	-0,0848	52	52	52	52
1982	-0,0919	52	52	52	52
1983	-0,0979	52	52	52	52
1984	-0,1047	52	52	52	52
1985	-0,1089	52	52	52	52
1986	-0,1165	52	52	52	52
1987	-0,1204	52	52	52	52
1988	-0,1276	52	52	52	52
1989	-0,1304	53	53	53	53
1990	-0,1389	53	53	53	53
1991	-0,1459	53	53	53	53
1992	-0,1546	53	53	53	53
1993	-0,1633	53	53	53	53
1994	-0,1721	53	53	53	53
1995	-0,1768	53	53	53	53
1996	-0,1840	53	53	53	53
1997	-0,1896	53	53	53	53
1998	-0,1943	53	53	53	53
1999	-0,2006	53	53	53	53
2000	-0,2048	53	53	53	53
2001	-0,2107	53	53	53	53
2002	-0,2174	54	54	54	54
2003	-0,2206	54	54	54	54
2004	-0,2225	54	54	54	54
2005	-0,2285	54	54	54	54
2006	-0,2314	54	54	54	54
2007	-0,2329	54	54	54	54
2008	-0,2360	54	54	54	54
2009	-0,2380	54	54	54	54
2010	-0,2434	54	54	54	54
2011	-0,2476	54	54	54	54
2012	-0,2491	54	54	54	54
2013	-0,2513	54	54	54	54
2014	-0,2547	54	54	54	54
2015	-0,2562	55	55	55	55
2016	-0,2561	55	55	55	55
2017	-0,2599	55	55	55	55
2018	-0,2615	55	55	55	55
2019	-0,2619	55	55	55	55
2020	-0,2643	55	55	55	55
2021	-0,2646	55	55	55	55
2022	-0,2664	55	55	55	55
2023	-0,2673	55	55	55	55
2024	-0,2693	55	55	55	55
2025	-0,2689	55	55	55	55
2026	-0,2689	55	55	55	55
2027	-0,2722	55	55	55	55
2028	-0,2721	56	56	56	56
2029	-0,2703	56	56	56	56
2030	-0,2672	56	56	56	56
2031	-0,2640	56	56	56	56
2032	-0,2629	56	56	56	56
2033	-0,2604	56	56	56	56
2034	-0,2568	56	56	56	56
2035	-0,2546	56	56	56	56
2036	-0,2513	56	56	56	56
2037	-0,2522	56	56	56	56
2038	-0,2525	56	56	56	56
2039	-0,2525	56	56	56	56
2040	-0,2516	56	56	56	56
2041	-0,2511	57	57	57	57
2042	-0,2434	57	57	57	57
2043	-0,2401	57	57	57	57
2044	-0,2360	57	57	57	57
2045	-0,2308	57	57	57	57
2046	-0,2235	57	57	57	57
2047	-0,2168	57	57	57	57
2048	-0,2095	57	57	57	57
2049	-0,2025	57	57	57	57
2050	-0,1991	57	57	57	57
2051	-0,1951	57	57	57	57
2052	-0,1905	57	57	57	57
2053	-0,1840	57	57	57	57
2054	-0,1809	58	58	58	58
2055	-0,1832	58	58	58	58
2056	-0,1871	58	58	58	58
2057	-0,1874	58	58	58	58
2058	-0,1880	58	58	58	58
2059	-0,1886	58	58	58	58
2060	-0,1929	58	58	58	58
2061	-0,1946	58	58	58	58
2062	-0,1965	58	58	58	58
2063	-0,2008	58	58	58	58
2064	-0,2036	58	58	58	58
2065	-0,2041	58	58	58	58
2066	-0,2086	58	58	58	58
2067	-0,2088	59	59	59	59
2068	-0,2031	59	59	59	59
2069	-0,2008	59	59	59	59
2070	-0,1975	59	59	59	59
2071	-0,1923	59	59	59	59
2072	-0,1894	59	59	59	59
2073	-0,1865	59	59	59	59
2074	-0,1827	59	59	59	59
2075	-0,1807	59	59	59	59
2076	-0,1770	59	59	59	59
2077	-0,1749	59	59	59	59
2078	-0,1731	59	59	59	59
2079	-0,1675	59	59	59	59
2080	-0,1627	60	60	60	60
2081	-0,1581	60	60	60	60
2082	-0,1543	60	60	60	60
2083	-0,1530	60	60	60	60
2084	-0,1473	60	60	60	60
2085	-0,1421	60	60	60	60
2086	-0,1380	60	60	60	60
2087	-0,1353	60	60	60	60
2088	-0,1302	60	60	60	60
2089	-0,1281	60	60	60	60
2090	-0,1254	60	60	60	60
2091	-0,1218	60	60	60	60
2092	-0,1199	60	60	60	60
2093	-0,1173	61	61	61	61
2094	-0,1141	61	61	61	61
2095	-0,1116	61	61	61	61
2096	-0,1103	61	61	61	61
2097	-0,1078	61	61	61	61
2098	-0,1053	61	61	61	61
2099	-0,1023	61	61	61	61
2100	-0,0998	61	61	61	61
2101	-0,0975	61	61	61	61
2102	-0,0956	61	61	61	61
2103	-0,0951	61	61	61	61
2104	-0,0953	61	61	61	61
2105	-0,0940	61	61	61	61
2106	-0,0938	62	62	62	62
2107	-0,0953	62	62	62	62
2108	-0,0967	62	62	62	62
2109	-0,0980	62	62	62	62
2110	-0,0981	62	62	62	62
2111	-0,1012	62	62	62	62
2112	-0,1011	62	62	62	62
2113	-0,1011	62	62	62	62
2114	-0,1029	62	62	62	62
2115	-0,1056	62	62	62	62
2116	-0,1055	62	62	62	62
2117	-0,1089	62	62	62	62
2118	-0,1118	62	62	62	62
2119	-0,1132	63	63	63	63
2120	-0,1196	63	63	63	63
2121	-0,1255	63	63	63	63
2122	-0,1304	63	63	63	63
2123	-0,1359	63	63	63	63
2124	-0,1421	63	63	63	63
2125	-0,1479	63	63	63	63
2126	-0,1534	63	63	63	63
2127	-0,1565	63	63	63	63
2128	-0,1600	63	63	63	63
2129	-0,1650	63	63	63	63
2130	-0,1713	63	63	63	63
2131	-0,1737	63	63	63	63
2132	-0,1763	64	64	64	64
2133	-0,1729	64	64	64	64
2134	-0,1706	64	64	64	64
2135	-0,1682	64	64	64	64
2136	-0,1679	64	64	64	64
2137	-0,1675	64	64	64	64
2138	-0,1679	64	64	64	64
2139	-0,1675	64	64	64	64
2140	-0,1653	64	64	64	64
2141	-0,1625	64	64	64	64
2142	-0,1600	64	64	64	64
2143	-0,1562	64	64	64	64
2144	-0,1550	64	64	64	64
2145	-0,1532	65	65	65	65
2146	-0,1529	65	65	65	65
2147	-0,1517	65	65	65	65
2148	-0,1509	65	65	65	65
2149	-0,1504	65	65	65	65
2150	-0,1509	65	65	65	65
2151	-0,1497	65	65	65	65
2152	-0,1484	65	65	65	65
2153	-0,1478	65	65	65	65
2154	-0,1498	65	65	65	65
2155	-0,1517	65	65	65	65
2156	-0,1514	65	65	65	65
2157	-0,1528	65	65	65	65
2158	-0,1550	66	66	66	66
2159	-0,1489	66	66	66	66
2160	-0,1461	66	66	66	66
2161	-0,1410	66	66	66	66
2162	-0,1375	66	66	66	66
2163	-0,1357	66	66	66	66
2164	-0,1293	66	66	66	66
2165	-0,1243	66	66	66	66
2166	-0,1193	66	66	66	66
2167	-0,1164	66	66	66	66
2168	-0,1150	66	66	66	66
2169	-0,1131	66	66	66	66
2170	-0,1090	66	66	66	66
2171	-0,1028	67	67	67	67
2172	-0,1011	67	67	67	67
2173	-0,0981	67	67	67	67
2174	-0,0970	67	67	67	67
2175	-0,0941	67	67	67	67
2176	-0,0913	67	67	67	67
2177	-0,0879	67	67	67	67
2178	-0,0874	67	67	67	67
2179	-0,0832	67	67	67	67
2180	-0,0802	67	67	67	67
2181	-0,0780	67	67	67	67
2182	-0,0761	67	67	67	67
2183	-0,0760	67	67	67	67
2184	-0,0759	68	68	68	68
2185	-0,0770	68	68	68	68
2186	-0,0779	68	68	68	68
2187	-0,0783	68	68	68	68
2188	-0,0819	68	68	68	68
2189	-0,0855	68	68	68	68
2190	-0,0876	68	68	68	68
2191	-0,0882	68	68	68	68
2192	-0,0900	68	68	68	68
2193	-0,0893	68	68	68	68
2194	-0,0908	68	68	68	68
2195	-0,0932	68	68	68	68
2196	-0,0944	68	68	68	68
2197	-0,0947	69	69	69	69
2198	-0,0932	69	69	69	69
2199	-0,0907	69	69	69	69
2200	-0,0890	69	69	69	69
2201	-0,0855	69	69	69	69
2202	-0,0823	69	69	69	69
2203	-0,0816	69	69	69	69
2204	-0,0818	69	69	69	69
2205	-0,0807	69	69	69	69
2206	-0,0777	69	69	69	69
2207	-0,0743	69	69	69	69
2208	-0,0724	69	69	69	69
2209	-0,0719	69	69	69	69
2210	-0,0692	70	70	70	70
2211	-0,0633	70	70	70	70
2212	-0,0593	70	70	70	70
2213	-0,0518	70	70	70	70
2214	-0,0439	70	70	70	70
2215	-0,0367	70	70	70	70
2216	-0,0313	70	70	70	70
2217	-0,0272	70	70	70	70
2218	-0,0205	70	70	70	70
2219	-0,0158	70	70	70	70
2220	-0,0124	70	70	70	70
2221	-0,0068	70	70	70	70
2222	-0,0006	70	70	70	70
2223	0,0066	71	71	71	71
2224	0,0070	71	71	71	71
2225	0,0075	71	71	71	71
2226	0,0058	71	71	71	71
2227	0,0029	71	71	71	71
2228	-0,0004	71	71	71	71
2229	-0,0020	71	71	71	71
2230	-0,0028	71	71	71	71
2231	-0,0060	71	71	71	71
2232	-0,0092	71	71	71	71
2233	-0,0094	71	71	71	71
2234	-0,0112	71	71	71	71
2235	-0,0103	71	71	71	71
2236	-0,0131	72	72	72	72
2237	-0,0147	72	72	72	72
2238	-0,0161	72	72	72	72
2239	-0,0193	72	72	72	72
2240	-0,0210	72	72	72	72
2241	-0,0236	72	72	72	72
2242	-0,0262	72	72	72	72
2243	-0,0279	72	72	72	72
2244	-0,0303	72	72	72	72
2245	-0,0333	72	72	72	72
2246	-0,0377	72	72	72	72
2247	-0,0402	72	72	72	72
2248	-0,0449	72	72	72	72
2249	-0,0481	73	73	73	73
2250	-0,0492	73	73	73	73
2251	-0,0497	73	73	73	73
2252	-0,0507	73	73	73	73
2253	-0,0527	73	73	73	73
2254	-0,0532	73	73	73	73
2255	-0,0509	73	73	73	73
2256	-0,0509	73	73	73	73
2257	-0,0494	73	73	73	73
2258	-0,0502	73	73	73	73
2259	-0,0513	73	73	73	73
2260	-0,0534	73	73	73	73
2261	-0,0550	73	73	73	73
2262	-0,0557	74	74	74	74
2263	-0,0589	74	74	74	74
2264	-0,0616	74	74	74	74
2265	-0,0623	74	74	74	74
2266	-0,0614	74	74	74	74
2267	-0,0637	74	74	74	74
2268	-0,0623	74	74	74	74
2269	-0,0615	74	74	74	74
2270	-0,0630	74	74	74	74
2271	-0,0640	74	74	74	74
2272	-0,0644	74	74	74	74
2273	-0,0632	74	74	74	74
2274	-0,0660	74	74	74	74
2275	-0,0683	75	75	75	75
2276	-0,0738	75	75	75	75
2277	-0,0801	75	75	75	75
2278	-0,0846	75	75	75	75
2279	-0,0872	75	75	75	75
2280	-0,0896	75	75	75	75
2281	-0,0918	75	75	75	75
2282	-0,0944	75	75	75	75
2283	-0,0976	75	75	75	75
2284	-0,1023	75	75	75	75
2285	-0,1076	75	75	75	75
2286	-0,1118	75	75	75	75
2287	-0,1174	75	75	75	75
2288	-0,1207	76	76	76	76
2289	-0,1268	76	76	76	76
2290	-0,1346	76	76	76	76
2291	-0,1396	76	76	76	76
2292	-0,1462	76	76	76	76
2293	-0,1536	76	76	76	76
2294	-0,1604	76	76	76	76
2295	-0,1661	76	76	76	76
2296	-0,1729	76	76	76	76
2297	-0,1780	76	76	76	76
2298	-0,1829	76	76	76	76
2299	-0,1918	76	76	76	76
2300	-0,1978	76	76	76	76
2301	-0,2027	77	77	77	77
2302	-0,2000	77	77	77	77
2303	-0,1984	77	77	77	77
2304	-0,1993	77	77	77	77
2305	-0,1998	77	77	77	77
2306	-0,1978	77	77	77	77
2307	-0,1977	77	77	77	77
2308	-0,1969	77	77	77	77
2309	-0,1975	77	77	77	77
2310	-0,1952	77	77	77	77
2311	-0,1958	77	77	77	77
2312	-0,1961	77	77	77	77
2313	-0,1957	77	77	77	77
2314	-0,1948	78	78	78	78
2315	-0,1949	78	78	78	78
2316	-0,1976	78	78	78	78
2317	-0,1997	78	78	78	78
2318	-0,1986	78	78	78	78
2319	-0,2011	78	78	78	78
2320	-0,2010	78	78	78	78
2321	-0,2007	78	78	78	78
2322	-0,2034	78	78	78	78
2323	-0,2031	78	78	78	78
2324	-0,2048	78	78	78	78
2325	-0,2046	78	78	78	78
2326	-0,2046	78	78	78	78
2327	-0,2061	79	79	79	79
2328	-0,2046	79	79	79	79
2329	-0,2012	79	79	79	79
